2170,"As a Data customer, I want to have the 12-19-2017 deletions processed."
2171,"As a Data client, I want to have the 12-19-2017 deletions processed."
2172,"As a Data end user, I want to have the 12-19-2017 deletions processed."
2173,"As a UI designer, I want to report to the Agencies about customer testing, so that they are aware of their contributions to making Broker a better UX."
2174,"As a UI designer, I want to report to the Agencies about client testing, so that they are aware of their contributions to making Broker a better UX."
2175,"As a UI designer, I want to report to the Agencies about end user testing, so that they are aware of their contributions to making Broker a better UX."
2176,"As a UI designer, I want to report to the Agencies about user testing, so that they are aware of their contributions to making Broker a best UX."
2177,"As a app developer, I want to be able to log better, so that I can troubleshoot issues with particular submissions and functions."
2178,"As a application developer, I want to be able to log better, so that I can troubleshoot issues with particular submissions and functions."
2179,"As a Developer, I want to be able to log best, so that I can troubleshoot issues with particular submissions and functions."
2180,"As a app developer, I want to add the updates on a FABS submission to be modified when the publishStatus changes, so that I know when the status of the submission has changed."
2181,"As a application developer, I want to add the updates on a FABS submission to be modified when the publishStatus changes, so that I know when the status of the submission has changed."
2182,"As a Broker customer, I want to Upload and Validate the error message to have accurate text."
2183,"As a Broker client, I want to Upload and Validate the error message to have accurate text."
2184,"As a Broker end user, I want to Upload and Validate the error message to have accurate text."
2185,"As a Broker customer, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated."
2186,"As a Broker client, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated."
2187,"As a Broker end user, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated."
2188,"As a Website customer, I want to access published FABS files, so that I can see the new filesAs they come in."
2189,"As a Website client, I want to access published FABS files, so that I can see the new filesAs they come in."
2190,"As a Website end user, I want to access published FABS files, so that I can see the new filesAs they come in."
2191,"As a app developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213."
2192,"As a application developer, I want to update the Broker validation rule table to account for the rule updates in DB-2213."
2193,"As a Developer, I want to edit the Broker validation rule table to account for the rule updates in DB-2213."
2194,"As a Developer, I want to modify the Broker validation rule table to account for the rule updates in DB-2213."
2195,"As a app developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period."
2196,"As a application developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period."
2197,"As a Developer, I want to add the GTAS window data to the database, so that I can guarantee the site is locked down during the GTAS submission period."
2198,"As a Developer, I want to add the GTAS window data to the database, so that I can emphasize the site is locked down during the GTAS submission period."
2199,"As a app developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues."
2200,"As a application developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues."
2201,"As a customer, I want to access the raw agency published files from FABS via USAspending."
2202,"As a client, I want to access the raw agency published files from FABS via USAspending."
2203,"As a end user, I want to access the raw agency published files from FABS via USAspending."
2204,"As an Agency customer, I want to be able to include a large number of flexfields without performance impact."
2205,"As an Agency client, I want to be able to include a large number of flexfields without performance impact."
2206,"As an Agency end user, I want to be able to include a large number of flexfields without performance impact."
2207,"As a Broker customer, I want to help create content mockups, so that I can submit my data efficiently."
2208,"As a Broker client, I want to help create content mockups, so that I can submit my data efficiently."
2209,"As a Broker end user, I want to help create content mockups, so that I can submit my data efficiently."
2210,"As an Owner, I want to create a customer testing summary from the UI SME, so that I can know what UI improvements we will follow through on."
2211,"As an Owner, I want to create a client testing summary from the UI SME, so that I can know what UI improvements we will follow through on."
2212,"As an Owner, I want to create a end user testing summary from the UI SME, so that I can know what UI improvements we will follow through on."
2213,"As a UI designer, I want to begin customer testing, so that I can validate stakeholder UI improvement requests."
2214,"As a UI designer, I want to begin client testing, so that I can validate stakeholder UI improvement requests."
2215,"As a UI designer, I want to begin end user testing, so that I can validate stakeholder UI improvement requests."
2216,"As a UI designer, I want to schedule customer testing, so that I can give the testers advanced notice to ensure buy-in."
2217,"As a UI designer, I want to schedule client testing, so that I can give the testers advanced notice to ensure buy-in."
2218,"As a UI designer, I want to schedule end user testing, so that I can give the testers advanced notice to ensure buy-in."
2219,"As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to guarantee buy-in."
2220,"As a UI designer, I want to schedule user testing, so that I can give the testers advanced notice to emphasize buy-in."
2221,"As a app developer, I want to prevent users from double publishing FABS submissions after refreshing, so that there are no duplicates."
2222,"As a application developer, I want to prevent users from double publishing FABS submissions after refreshing, so that there are no duplicates."
2223,"As an data customer, I want to receive updates to FABS records."
2224,"As an data client, I want to receive updates to FABS records."
2225,"As an data end user, I want to receive updates to FABS records."
2226,"As an Agency customer, I want to be able to include a large number of flexfields without performance impact."
2227,"As an Agency client, I want to be able to include a large number of flexfields without performance impact."
2228,"As an Agency end user, I want to be able to include a large number of flexfields without performance impact."
2229,"As a app developer, I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header."
2230,"As a application developer, I want to update the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header."
2231,"As a Developer, I want to edit the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header."
2232,"As a Developer, I want to modify the FABS sample file to remove FundingAgencyCode after FABS is updated to no longer require the header."
2233,"As an agency customer, I want to ensure that deleted FSRS records are not included in submissions."
2234,"As an agency client, I want to ensure that deleted FSRS records are not included in submissions."
2235,"As an agency end user, I want to ensure that deleted FSRS records are not included in submissions."
2236,"As an agency user, I want to guarantee that deleted FSRS records are not included in submissions."
2237,"As an agency user, I want to emphasize that deleted FSRS records are not included in submissions."
2238,"As a website customer, I want to see updated financialAssistance data daily."
2239,"As a website client, I want to see updated financialAssistance data daily."
2240,"As a website end user, I want to see updated financialAssistance data daily."
2241,"As a customer, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission."
2242,"As a client, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission."
2243,"As a end user, I want the publish button in FABS to deactivate after I click it while the derivations are happening, so that I cannot click it multiple times for the same submission."
2244,"As a app developer, I want to ensure that attempts to correct or delete non-existent records don't create new published data."
2245,"As a application developer, I want to ensure that attempts to correct or delete non-existent records don't create new published data."
2246,"As a Developer, I want to guarantee that attempts to correct or delete non-existent records don't create new published data."
2247,"As a Developer, I want to emphasize that attempts to correct or delete non-existent records don't create new published data."
2248,"As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can guarantee that the FABS testers no longer have access."
2249,"As an Owner, I want to reset the environment to only take Staging MAX permissions, so that I can emphasize that the FABS testers no longer have access."
2250,"As a customer, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element."
2251,"As a client, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element."
2252,"As a end user, I want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element."
2253,"As a customer, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict."
2254,"As a client, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict."
2255,"As a end user, I want to have accurate and complete data related to PPoPCode and PPoPCongressionalDistrict."
2256,"As an agency customer, I want the FABS validation rules to accept zero and blank for loan records."
2257,"As an agency client, I want the FABS validation rules to accept zero and blank for loan records."
2258,"As an agency end user, I want the FABS validation rules to accept zero and blank for loan records."
2259,"As an Agency customer, I want FABS deployed into production, so I can submit my FinancialAssistance data."
2260,"As an Agency client, I want FABS deployed into production, so I can submit my FinancialAssistance data."
2261,"As an Agency end user, I want FABS deployed into production, so I can submit my FinancialAssistance data."
2262,"As a app developer, I want to clarify to users what exactly is triggering the CFDA error code in each case."
2263,"As a application developer, I want to clarify to users what exactly is triggering the CFDA error code in each case."
2264,"As an agency customer, I want to be confident that the data coming from SAM is complete."
2265,"As an agency client, I want to be confident that the data coming from SAM is complete."
2266,"As an agency end user, I want to be confident that the data coming from SAM is complete."
2267,"As a app developer, I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time."
2268,"As a application developer, I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time."
2269,"As a Developer, I want my domain models to be indexed appropriately, so that I can get validation results back in a reasonable amount of time."
2270,"As a Developer, I want my domain models to be indexed correctly, so that I can get validation results back in a reasonable amount of time."
2271,"As a Developer, I want my domain models to be indexed accurately, so that I can get validation results back in a reasonable amount of time."
2272,"As a app developer, I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time."
2273,"As a application developer, I want my domain models to be indexed properly, so that I can get validation results back in a reasonable amount of time."
2274,"As a Developer, I want my domain models to be indexed appropriately, so that I can get validation results back in a reasonable amount of time."
2275,"As a Developer, I want my domain models to be indexed correctly, so that I can get validation results back in a reasonable amount of time."
2276,"As a Developer, I want my domain models to be indexed accurately, so that I can get validation results back in a reasonable amount of time."
2277,"As an agency customer, I want the FABS validation rules to accept zero and blank for non-loan records."
2278,"As an agency client, I want the FABS validation rules to accept zero and blank for non-loan records."
2279,"As an agency end user, I want the FABS validation rules to accept zero and blank for non-loan records."
2280,"As an agency customer, I want to have all derived data elements derived properly."
2281,"As an agency client, I want to have all derived data elements derived properly."
2282,"As an agency end user, I want to have all derived data elements derived properly."
2283,"As an agency customer, I want to have all derived data elements derived properly."
2284,"As an agency client, I want to have all derived data elements derived properly."
2285,"As an agency end user, I want to have all derived data elements derived properly."
2286,"As a data customer, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them."
2287,"As a data client, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them."
2288,"As a data end user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them."
2289,"As a broker customer, I want the historical FABS loader to derive fields, so that my agency codes are correct in the PublishedAwardFinancialAssistance table."
2290,"As a broker client, I want the historical FABS loader to derive fields, so that my agency codes are correct in the PublishedAwardFinancialAssistance table."
2291,"As a broker end user, I want the historical FABS loader to derive fields, so that my agency codes are correct in the PublishedAwardFinancialAssistance table."
2292,"As a broker team member, I want to guarantee the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1."
2293,"As a broker team member, I want to emphasize the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1."
2294,"As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated correctly for the launch of FABS and DAIMS v1.1."
2295,"As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated accurately for the launch of FABS and DAIMS v1.1."
2296,"As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated properly for the launch of FABS and DAIMS v1.1."
2297,"As a app developer, I want the data loaded from historical FABS to include the FREC derivations, so that I can have consistent FREC data for USASpending.gov."
2298,"As a application developer, I want the data loaded from historical FABS to include the FREC derivations, so that I can have consistent FREC data for USASpending.gov."
2299,"As a customer, I don't want to see NASA grants displayedAs contracts."
